type,id,amount,oldbalanceOrig,newbalanceOrig,oldbalanceRec,newbalanceRec,Country,senders_name,ReceiversBank,SendersBank,receiver_name,TransactionDates,isFraud
cash_out,f93ded9b-ce2d-49cc-bad5-39fb888f9861,29780.74,72425.46,42644.72,18729.78,48510.52,Singapore,Michael Cross,State Bank of India,ICICI Bank,Courtney Martinez,2020-07-16,False
cash_out,6f43deb1-7076-4c8b-b368-a3ad1ee3c44c,43267.28,141576.16,98308.88,30081.27,73348.55,UK,Ann Miller,Chase Bank,HDFC Bank,John Ramirez,2022-01-18,False
cash_out,cb5782fc-ddd0-4517-ae7c-2d8bc806ab32,24345.85,53357.15,29011.3,64519.34,88865.19,USA,Patricia James,State Bank of India,Wells Fargo,Jennifer Gonzalez,2022-06-12,False
transfer,6efd3f61-b4ae-4ec9-be02-7b1fe38d9d98,19132.87,80442.56,61309.69,57229.58,76362.45,Germany,Anne Sanchez,Kotak Mahindra Bank,UBS,Connie Glover,2021-12-11,False
debit,d21969b4-c16c-4b93-8a52-ad36196b4b55,43174.38,139110.35,95935.97,81764.17,124938.55,USA,Jonathan Diaz,HSBC,State Bank of India,Yolanda Woods,2021-09-18,False
cash_out,1f5ebfa6-39cd-4278-916f-2be4f2d2b2ee,40340.78,101143.32,60802.54,1191.89,41532.67,Singapore,Walter Matthews,Wells Fargo,UBS,Joseph York,2021-01-05,False
debit,027bfc00-49d2-453c-b462-939c0afecb24,19101.03,59721.11,40620.08,11432.31,30533.34,Germany,Julie Morgan,HDFC Bank,Bank of America,Amanda Chavez,2023-02-11,False
transfer,91e03adb-adaa-482e-bab8-1c9329ce9c06,17451.21,85003.58,67552.37,56375.67,73826.88,Germany,Scott Robinson,ICICI Bank,Deutsche Bank,Charlotte Guerrero,2022-01-08,False
cash_out,41e152ad-f48a-4e09-b2aa-37f47f250ab4,29856.86,77993.79,48136.93,26420.04,56276.9,Germany,Ricardo Ramos,Standard Chartered,Barclays,James Shannon,2023-07-03,False
transfer,5eeb2765-0e83-4223-ab72-40570f35f3ad,20518.32,47987.77,27469.45,69504.58,90022.9,France,Matthew Davenport,Standard Chartered,Barclays,Jessica Wood,2024-03-18,False
transfer,3a550e23-9a68-4542-b648-2324b76694b3,14655.3,55032.05,40376.75,26304.25,40959.55,Singapore,Teresa Wood,Deutsche Bank,UBS,Alan Pineda,2024-08-24,False
debit,54ec92a4-4c38-4b8f-b758-5009b53d0abe,42186.35,76282.42,34096.07,65429.49,107615.84,USA,Mark Cole,Wells Fargo,DBS Bank,Kelly Patterson,2021-08-30,False
transfer,2d597965-f717-4ac8-b2a8-2da380581b88,41118.52,139811.08,98692.56,78406.14,119524.66,Canada,Timothy Gilmore,Wells Fargo,HSBC,Hannah Roach,2022-07-10,False
debit,2792d1f5-a08a-471d-98d5-df0da7d87a89,28140.24,76030.52,47890.28,84091.11,112231.35,UK,Kimberly Sanders,Chase Bank,Standard Chartered,Lori Hartman,2024-11-29,False
debit,1194efe4-9f6f-4fe9-9c80-e4a4846f8ebb,5515.74,66109.26,60593.52,28124.39,33640.13,Germany,Fernando Campbell,Wells Fargo,ICICI Bank,Leah Thompson,2021-07-15,False
cash_out,c0712a38-bffc-4f09-bf14-64b31a8a76f3,14550.57,66828.32,52277.75,11774.22,26324.79,UK,Shannon Cowan,Bank of America,Chase Bank,Alan Randolph,2021-05-04,False
cash_out,4b6b48b6-1872-4d07-99c6-f5137edf5420,26305.18,40915.23,14610.05,2087.51,28392.69,USA,Brian Cowan,DBS Bank,Barclays,Lisa Simpson,2023-04-05,False
transfer,0edf7a88-a636-451b-83cf-f10bde990e4f,20935.02,118171.78,97236.76,83716.06,104651.08,Canada,Luke Garcia DDS,Wells Fargo,HSBC,Alejandro Powers,2022-04-02,False
transfer,b048faa1-12ae-4c22-b41b-77f54c24a053,4593.45,43917.67,39324.22,45723.06,50316.51,USA,Mr. Dylan Frye MD,Deutsche Bank,Kotak Mahindra Bank,Rihaana Diaz,2023-11-29,True
transfer,090f4968-1448-4063-ab28-b9f2f7f1fc95,4219.24,79134.45,74915.21,14201.85,18421.09,Germany,Jordan Koch,Bank of America,Barclays,Alyssa Gardner,2024-04-11,False
transfer,4b48290b-de11-49fa-af00-bb134fb16d9f,7332.29,43019.78,35687.49,75418.25,82750.54,Germany,Karl Morris,Deutsche Bank,Deutsche Bank,Dave Schwartz,2023-05-19,False
transfer,973e129c-35f0-41be-baa1-219a7a9398bb,28321.05,64770.39,36449.34,31633.32,59954.37,Germany,Ruth Guerrero,HDFC Bank,State Bank of India,Michelle Olson,2023-12-26,False
cash_out,5d2474ab-5d83-4af5-8180-46d56e3013a1,30748.12,97709.08,66960.96,89085.54,119833.66,India,Curtis Martinez,HDFC Bank,HSBC,Jeanette Pineda,2024-07-21,False
cash_out,6fd5ab2c-c9cb-49d2-9026-7851e461374c,32544.91,84135.23,51590.32,97394.11,129939.02,Singapore,Heather Jones,Kotak Mahindra Bank,Wells Fargo,Barbara Miles,2025-05-20,False
debit,ae933082-0387-4dbd-842a-f11faed92268,10597.04,51444.51,40847.47,15876.91,26473.95,Canada,Jessica Huang,Chase Bank,Standard Chartered,Joseph Smith,2021-07-22,False
debit,1b1c3963-bf0d-4877-bdcd-c936894d460b,8432.9,50815.13,42382.23,1568.71,10001.61,Canada,Darrell Williams,Chase Bank,State Bank of India,Kathryn Newman,2020-10-16,False
debit,5c212511-c115-4a25-add7-5dfdc45a171e,46145.37,125898.3,79752.93,23299.18,69444.55,Singapore,Kenneth Park,ICICI Bank,Wells Fargo,Michael Bauer,2022-12-16,False
transfer,8e04de70-f393-4c21-a8d6-a7974f3f6d0d,24683.45,96814.73,72131.28,47827.55,72511.0,Canada,Matthew Barnes,HSBC,DBS Bank,Jennifer Lewis,2025-03-16,False
debit,d68ca2b2-0b7a-42e2-a400-4521769d8204,30589.63,129122.16,98532.53,50165.2,80754.83,France,Christopher Graves,Chase Bank,Deutsche Bank,Paula Marquez,2020-10-09,False
cash_out,3f6c5426-bd39-4f7d-a094-75e8adeb28c4,14796.91,76395.94,61599.03,86378.03,101174.94,Singapore,Thomas Mckee,ICICI Bank,ICICI Bank,Sabrina Kent DDS,2022-07-14,False
transfer,b6b0d0c5-9875-4a42-8268-da61e1809e78,38410.37,100202.49,61792.12,56254.79,94665.16,Germany,Frank Hogan,HDFC Bank,Wells Fargo,Amy Mclean,2022-06-05,False
debit,2ed87dd4-cc91-43bb-8518-d5f0540c7f6f,40277.56,119248.2,78970.64,29924.22,70201.78,Singapore,Jeremy Williams,Standard Chartered,UBS,Michael Sanchez,2023-02-02,False
transfer,d3e0a466-e562-47c6-8b2a-6ea48a5d6b12,7690.75,87895.16,80204.41,51958.48,59649.23,India,John Short,Standard Chartered,DBS Bank,Peter Johnson,2024-09-23,False
debit,fcaf2481-f91d-4e88-ba3d-4a50484bdd1c,14381.16,102829.51,88448.35,42716.39,57097.55,Singapore,Victor Wheeler,HSBC,HSBC,Wanda White,2023-01-30,False
cash_out,b3083263-0367-4e3b-b65f-0241ae887a03,33741.0,56252.53,22511.53,79523.85,113264.85,Singapore,Michael Brooks,Bank of America,ICICI Bank,Robert Graves,2022-11-12,False
debit,e7da957a-c945-4f65-914b-f796f2047d5e,7560.09,61837.42,54277.33,57500.46,65060.55,Canada,Christina Juarez,Wells Fargo,ICICI Bank,Alexa Stevens,2024-01-25,False
debit,328a241f-fa53-4eea-8f15-8e53c2124fb7,16898.26,68655.19,51756.93,80354.97,97253.23,India,Larry Simmons,HDFC Bank,UBS,Bailey Johnston,2022-12-10,False
debit,20e8dae1-b1f0-4d9b-8e21-7fb3be654bf9,13107.65,78084.54,64976.89,16331.94,29439.59,Germany,Tony Moore,Bank of America,ICICI Bank,Jeremiah Phillips,2023-01-18,False
debit,54f036c5-525e-4bec-845d-656a053808ef,18752.94,40931.74,22178.8,54131.62,72884.56,Germany,Cassandra Combs,Kotak Mahindra Bank,UBS,Jason Simon,2020-11-20,False
debit,8498b40a-16e1-4f6b-a2e1-3d75b2e2f3cc,31578.52,105648.27,74069.75,43569.01,75147.53,Singapore,Chad White,Standard Chartered,HSBC,Ryan Taylor DDS,2024-02-04,False
cash_out,3e711433-bd90-481a-bbe0-e6b8ee0f65a8,6979.58,45350.58,38371.0,18575.37,25554.95,Canada,Greg Rodriguez,Standard Chartered,Wells Fargo,Fermin Mane,2021-11-08,True
cash_out,ff2d6a07-2d58-4a13-9fb2-1ae9f69c4656,38566.28,77045.33,38479.05,46459.26,85025.54,India,Alexis Gutierrez,Barclays,ICICI Bank,James Townsend,2022-11-27,False
cash_out,e4e977ac-dbc8-43be-b61b-491f22f98af9,24603.04,69669.04,45066.0,82030.62,106633.66,USA,Chelsea Perez,UBS,Chase Bank,Christopher Reyes,2022-01-14,False
debit,c40b6421-2d63-4b70-b818-3d1a6d91b8f2,33334.22,42151.53,8817.31,39049.52,72383.74,USA,Sarah Miller,Bank of America,Chase Bank,Martin Smith,2024-06-24,False
transfer,aaaddb41-942b-4a6c-a1ac-1cc0832a89ad,14247.14,27575.12,13327.98,79482.03,93729.17,UK,Kathleen Sharp,State Bank of India,Bank of America,Jeffrey Thompson,2020-07-17,False
cash_out,8b3a303e-b5a6-43bb-b3a5-4c88cd9306df,8082.71,64700.21,56617.5,4472.42,12555.13,Germany,Dwayne Arnold,ICICI Bank,Bank of America,Stephen Rivera,2021-05-01,False
debit,5bb0a015-60da-4202-a9b4-cde55831da28,14204.39,102562.16,88357.77,97752.74,111957.13,Canada,David Cole,Standard Chartered,Chase Bank,Sara Martinez,2022-12-15,False
debit,7f4d55b9-7d45-4a09-802d-35e81f47d902,20100.74,61444.93,41344.19,62087.48,82188.22,France,Heather Estrada,HSBC,State Bank of India,Ms. Brittany Gibson,2023-11-24,False
debit,04e02837-1763-4800-bb45-81cf844165fd,2065.78,9044.36,6978.58,7354.76,9420.54,Singapore,Elizabeth Johnson,HDFC Bank,UBS,Brenda Hunt,2025-01-27,False
transfer,99dd178a-e3e3-45f9-8f10-abf48551cd83,19504.76,72909.81,53405.05,88010.04,107514.8,Germany,Nicholas Gardner,Kotak Mahindra Bank,ICICI Bank,Angelica Adams,2025-02-26,False
cash_out,668d7b72-32cd-41d0-8c99-a75bd9d01c72,36859.24,89720.04,52860.8,40745.72,77604.96,USA,Marisa Miles,UBS,Kotak Mahindra Bank,Vanessa Mcguire,2021-10-02,False
transfer,3126960b-3324-4111-9b9b-1dcb1a279621,22782.66,82276.96,59494.3,44269.09,67051.75,Canada,Christopher Berger,Wells Fargo,State Bank of India,Frederick Monroe,2021-11-30,False
cash_out,d951301c-cf4f-4fdb-9663-c48dfb0472f6,48765.73,108080.06,59314.33,30908.25,79673.98,Canada,Jennifer Richardson,Wells Fargo,HSBC,Matthew Fields,2023-02-13,False
transfer,78e8af1e-a764-48bb-a6d8-53d1650519dd,15484.87,92256.2,76771.33,49943.5,65428.37,India,Cheryl Hicks,HDFC Bank,Bank of America,James Lee,2025-04-17,False
transfer,5f3969ad-5918-4225-bf7f-84ecc743eed3,33942.59,61210.53,27267.94,40718.28,74660.87,India,Thomas Bowman MD,Barclays,DBS Bank,Jacqueline Lawrence,2023-01-29,False
debit,2c7381ab-9c46-408d-a445-3aba7db9fcff,47109.08,65029.67,17920.59,74304.6,121413.68,India,Stephanie Jones,HDFC Bank,Barclays,Theodore Nelson,2021-05-27,False
debit,394323c3-a38d-4e8c-be29-bddcfd5cd74e,31550.76,97974.22,66423.46,68684.39,100235.15,Canada,Maria Harper,UBS,DBS Bank,Jennifer Obrien,2024-09-06,False
transfer,5a6cbd88-5357-4ede-a7a8-ffcf484c578f,26919.8,94593.48,67673.68,68022.12,94941.92,Canada,Phillip Nelson,HSBC,Standard Chartered,Caleb Bell,2021-11-27,False
cash_out,e61e07d2-50e8-4e14-a138-d78925fcd02d,40365.36,105178.11,64812.75,6384.65,46750.01,Singapore,Noah Rose,HDFC Bank,Kotak Mahindra Bank,Dalton Mccarthy,2023-09-29,False
cash_out,5f00678f-94ae-4ff1-845d-83aae556cc93,41577.61,128595.2,87017.59,63260.86,104838.47,France,Albert Phillips,HDFC Bank,HSBC,Raymond Schwartz,2024-08-31,False
transfer,9270c1e3-e301-4930-822e-608c7ad45115,44320.87,131878.3,87557.43,7123.9,51444.77,France,Robert Parsons,Bank of America,DBS Bank,Cindy Hayes,2023-01-10,False
transfer,bdd5168b-32a2-4082-b2ff-25360bbffdff,33164.34,35838.78,2674.44,32117.95,65282.29,France,Colleen Williams,Chase Bank,HSBC,Katie Rush,2021-01-18,False
debit,21fa53b2-bd2a-42b0-b5a8-c9173e689a7f,35076.26,57947.15,22870.89,23278.03,58354.29,Canada,Brianna Morris,Barclays,State Bank of India,Nicholas Knight,2021-11-13,False
transfer,ff4eff0d-16ea-4115-9b1a-1b94912f18bd,6809.72,28280.83,21471.11,32703.09,39512.81,Singapore,Leslie Delgado,State Bank of India,Kotak Mahindra Bank,Corey Thomas,2023-09-17,False
transfer,1ebbac18-5f0c-49ed-a7b9-46b00443a5cf,32181.52,35538.04,3356.52,99518.41,131699.93,Singapore,Cheryl Lozano,UBS,DBS Bank,Carl Newton,2023-06-04,False
cash_out,52892343-2b41-42f7-8a77-bfe8be323d42,16318.5,17790.59,1472.09,954.05,17272.55,Singapore,Douglas Tucker,Standard Chartered,Chase Bank,John Morris,2023-09-13,False
transfer,92b5346a-f276-454b-8ee0-60b45e04c448,20009.18,46672.43,26663.25,27214.64,47223.82,India,Jeffrey Richards,Standard Chartered,ICICI Bank,Christine Jones,2022-01-19,False
debit,0408e3c4-dbca-4a2b-852c-221e0496a46a,32871.24,87074.81,54203.57,81605.8,114477.04,India,Jeremy Santiago,HDFC Bank,Deutsche Bank,Brian Price,2021-11-10,False
debit,ad8ab61c-5b21-401f-9c0a-4dd56e0add03,25007.15,73579.36,48572.21,3317.7,28324.85,Singapore,Betty Deleon,State Bank of India,Bank of America,Matthew Huff,2024-03-28,False
cash_out,99adf607-c26e-4dbd-9acb-0045a449aefa,30283.11,45467.87,15184.76,73587.34,103870.45,Singapore,Pamela Armstrong,Kotak Mahindra Bank,Barclays,Mary Greer,2023-08-27,False
debit,f1903205-bdee-4f35-bb51-446a501da458,47907.45,123058.86,75151.41,86813.39,134720.84,USA,Veronica Smith,DBS Bank,HDFC Bank,Shannon Garrett,2023-05-04,False
cash_out,c7622ad3-6dfa-44ba-b78b-649a7648cba5,556.53,28279.71,27723.18,76902.85,77459.38,France,Jennifer Brown,HSBC,Bank of America,Lori Shaw,2023-11-19,False
debit,e9ed617e-43a4-44f3-9bb2-56ebde5ecf09,26793.54,74824.42,48030.88,42.44,26835.98,Canada,Julie Hughes,Chase Bank,HSBC,Janice Mathis,2021-10-16,False
cash_out,4004b2c2-21f2-4f58-8f71-831f52d512f1,12439.87,86383.44,73943.57,5579.97,18019.84,India,Michael Roberts,Wells Fargo,HSBC,Larry Harrison,2022-09-23,False
cash_out,0965ac72-c4b8-499c-be79-92057ac69cdd,46098.89,74422.49,28323.6,5561.43,51660.32,Canada,Jeremy Gonzales,Kotak Mahindra Bank,Wells Fargo,Charles Williams,2022-09-15,False
cash_out,5831c7dc-6170-48b4-973d-b45b71c1ce8a,21924.42,46958.02,25033.6,46397.53,68321.95,France,Eric Richardson,Chase Bank,State Bank of India,Barbara Petty,2024-07-14,False
cash_out,66cba6bd-b68f-480a-93f8-f29cd64a5ad9,29444.0,98416.05,68972.05,53211.53,82655.53,France,Diana Turner,Wells Fargo,Deutsche Bank,Rhonda Medina,2022-10-06,False
transfer,88529c0c-91a6-435e-bc80-7c9125f42aeb,24829.91,87173.59,62343.68,57630.08,82459.99,France,Daniel Nash,ICICI Bank,Chase Bank,Molly Livingston,2024-04-01,False
transfer,af9d6582-9564-4534-8b52-2d57c0a7fa27,31148.57,111003.32,79854.75,30393.22,61541.79,UK,Lauren Richard,Barclays,Chase Bank,Jill Mccarthy,2023-09-24,False
cash_out,7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,39557.97,62126.68,22568.71,52257.25,91815.22,Germany,John Peterson,Bank of America,HSBC,Pooja Mishra,2020-11-22,True
cash_out,53abf00e-006f-4c3f-87f0-6fa6e86007eb,28576.4,44525.99,15949.59,87276.41,115852.81,UK,Michael Alvarado,State Bank of India,Bank of America,Dr. Jennifer Scott,2024-12-28,False
cash_out,125258f8-dc86-4a6a-a68d-51bff5135251,41269.66,75902.6,34632.94,10027.71,51297.37,USA,Crystal Johnson,Barclays,ICICI Bank,Darrell Hill,2023-10-27,False
transfer,21bcdcff-20a7-44a8-b76b-1e424bede704,18373.91,100531.73,82157.82,78513.99,96887.9,Germany,Linda Mcbride,HDFC Bank,Standard Chartered,Jason Brennan,2022-03-22,False
cash_out,7682b8e0-adbd-4693-bcda-e024a5dffafc,19047.55,76034.4,56986.85,59589.71,78637.26,UK,Kevin Miller,ICICI Bank,Chase Bank,Megan Owen,2024-11-24,False
debit,68b6433a-74f4-481a-b664-8d95785e3eed,9721.02,24610.55,14889.53,89831.48,99552.5,Singapore,Colleen Cline,Chase Bank,ICICI Bank,Louis Mejia,2022-02-25,False
transfer,2f105655-153a-431e-bc84-136390a1fcfb,17769.58,55902.88,38133.3,68263.05,86032.63,UK,Mr. Anthony Ward,DBS Bank,HDFC Bank,Edward Ramsey,2023-11-15,False
cash_out,8ded95e6-8333-4e4d-8b4e-cd8dc31ffff2,28712.54,88114.7,59402.16,78806.1,107518.64,France,Patrick Chavez,UBS,Standard Chartered,Gina Summers,2021-05-02,False
debit,2c09d7d9-926b-4a67-afa0-eeaf421bf29e,13802.4,14487.26,684.86,38641.48,52443.88,Germany,Brian Gross,Wells Fargo,Chase Bank,Carrie Clark,2024-09-26,False
cash_out,3c50f192-204d-4d40-9d85-06777d27b55c,47504.93,114133.8,66628.87,48395.02,95899.95,France,Amy Baldwin,Barclays,Deutsche Bank,Edward Foster,2023-12-10,False
cash_out,efc43fa5-0f4c-45dc-9cfb-9f12a0abd87b,6102.37,23063.98,16961.61,74673.23,80775.6,Canada,Angela Bailey,Deutsche Bank,Barclays,Andre Stevens,2021-04-09,False
cash_out,2fcbcfa0-bab1-4e75-bfe3-93382a03f99f,43198.5,72527.82,29329.32,60910.54,104109.04,Singapore,Jason Young,UBS,Deutsche Bank,Linda Hayes,2021-12-24,False
cash_out,8fd4803f-a236-4d80-834e-1ded521883bd,49896.3,117408.57,67512.27,48311.69,98207.99,India,Nathan Wood,Barclays,ICICI Bank,Miss Tiffany Simmons,2023-06-15,False
debit,ca144f05-5a4d-4138-b8ba-b5c8671d1757,7373.76,70345.77,62972.01,8583.6,15957.36,UK,Jennifer Pratt,Barclays,HDFC Bank,Pamela Huffman,2023-02-04,False
transfer,d194e892-1f19-4da8-9401-1ef254a5d004,42580.32,50210.58,7630.26,90331.04,132911.36,UK,Robert Sutton,State Bank of India,Kotak Mahindra Bank,John Smith,2024-02-16,False
debit,05aaabc8-400b-4010-9d5e-75d8804818bf,40509.39,116306.24,75796.85,83611.57,124120.96,UK,Beverly Brown,Bank of America,ICICI Bank,Amy Davenport,2021-09-01,False
debit,65b7f765-9e28-401e-aa0d-3de37b41cbc6,44780.02,129763.21,84983.19,53416.35,98196.37,India,Justin Jones,Deutsche Bank,Deutsche Bank,Marie Hernandez,2021-10-15,False
transfer,9a0889a9-c599-4e2c-bc33-74ae80d3487a,17980.52,70819.49,52838.97,59486.46,77466.98,USA,Mark Ramos,State Bank of India,ICICI Bank,Pamela Thomas,2024-05-31,False
debit,c1a6bbb4-bffa-4bf8-b3d1-17c240607438,35616.24,118295.69,82679.45,31197.71,66813.95,USA,Kerry Williams,Deutsche Bank,Chase Bank,Jeffrey Jones,2023-07-22,False
transfer,b359390e-b030-4aaf-85ea-16e084e3b774,2384.33,18799.87,16415.54,14044.92,16429.25,Canada,Vanessa Santiago,Standard Chartered,Standard Chartered,Dimitri Bush,2023-05-03,True
debit,3ad4d4c4-a049-4ed9-a5d8-31480deb083b,10066.07,45357.62,35291.55,89789.47,99855.54,Singapore,Elizabeth Norris,HSBC,ICICI Bank,Sabrina Ward,2022-04-12,False
debit,a664c373-d7cd-4b7a-94d7-d8450646b70a,25258.62,36632.26,11373.64,55853.05,81111.67,Germany,Tina Doyle,UBS,Deutsche Bank,Anthony Harrison,2021-01-23,False
cash_out,699d0f72-88ec-410b-bb3b-ca786ee1e14b,7268.04,80265.68,72997.64,22051.08,29319.12,UK,Angelica Harris,HDFC Bank,Bank of America,Todd Wright,2021-03-04,False
transfer,956b56c7-fcff-4542-a01a-d2c8d45d204d,31788.1,45682.47,13894.37,42346.92,74135.02,Singapore,Julia Ayala,HDFC Bank,ICICI Bank,Pamela Parks,2020-08-10,False
transfer,5aa071c7-f5af-43bb-9876-429033f4c685,26975.55,64724.88,37749.33,38883.0,65858.55,India,Kimberly Harris,Standard Chartered,HDFC Bank,Marilyn Barry,2023-06-09,False
debit,3da7bd62-034f-4b83-aec6-98d75e3a1fd1,28912.57,59472.01,30559.44,43534.44,72447.01,UK,Breanna Bell,Chase Bank,Barclays,Mrs. Jessica Hughes,2022-10-13,False
debit,a2fd65bc-775a-4df9-9f0e-02f87765214e,16291.76,49497.42,33205.66,29268.49,45560.25,India,Amanda Gibbs,Deutsche Bank,Bank of America,Kelsey Brown,2023-12-16,False
cash_out,785fa1ad-fedb-4a32-850f-7bdcddf7d263,10390.87,26511.9,16121.03,56249.62,66640.49,Singapore,Caitlin Ford,HDFC Bank,DBS Bank,Andrew Rhodes,2021-01-18,False
cash_out,c5d899df-113f-440f-93b9-6213b6684e19,1418.46,78095.43,76676.97,8842.9,10261.36,USA,John Henderson,Bank of America,Deutsche Bank,Robert Gonzalez,2021-11-19,False
transfer,59925fb3-1b17-4ed3-825d-126169cd9b81,41977.98,71197.29,29219.31,82224.8,124202.78,USA,Julie Johnson,Barclays,Chase Bank,Brian Lucas,2022-06-12,False
cash_out,4d65a2db-32aa-4a9c-aa9e-f56ebe54e7ed,15483.16,109393.6,93910.44,14265.59,29748.75,Canada,Lauren Jones,HSBC,Barclays,Cole Whitehead,2020-12-23,False
cash_out,af41cd01-747d-40e2-b3f1-2cb07dfadce0,833.19,48734.56,47901.37,43548.93,44382.12,France,Heather Jordan,Deutsche Bank,Barclays,Paula Boone,2023-06-03,False
debit,df72c64d-c613-4d47-ba33-19089241e466,34594.01,108455.6,73861.59,21593.87,56187.88,India,Melanie Carroll,UBS,Kotak Mahindra Bank,Julie Morgan,2021-01-08,False
cash_out,f0bec661-debe-4292-8048-feb7dd12f302,32806.76,39996.65,7189.89,39699.45,72506.21,USA,Benjamin Martin,UBS,HSBC,Lisa Smith,2022-02-08,False
cash_out,d33981ff-029d-4aeb-8458-a03304ffd305,2354.49,47222.64,44868.15,29379.79,31734.28,Singapore,Bryce Day,Barclays,HSBC,Alex Williams,2022-11-29,False
debit,cac5ebc7-9c18-47a3-9e2f-0318644a79cd,30092.83,98815.02,68722.19,2896.25,32989.08,UK,William Wilson,Kotak Mahindra Bank,Wells Fargo,Sonya Frazier,2023-12-28,False
debit,42f5716e-7229-49b5-af21-c6987281127d,17494.84,50577.26,33082.42,88562.52,106057.36,USA,Christopher Cook,Wells Fargo,Bank of America,Clinton Mcpherson,2022-05-04,False
cash_out,8fdb52b9-5b0a-42fe-ab25-1760f86d043a,25997.78,99388.18,73390.4,85668.05,111665.83,Canada,Victoria Solis,Standard Chartered,Deutsche Bank,Michael Vargas,2025-05-12,False
debit,2f904578-4562-415d-aa9b-52cd9ca83827,6239.17,30882.82,24643.65,30414.62,36653.79,France,Patricia Weber,Kotak Mahindra Bank,ICICI Bank,Rachel Edwards,2022-10-16,False
cash_out,0f971306-1f5a-4244-9ccb-10b021e3e723,39837.8,89632.9,49795.1,96072.64,135910.44,UK,Ashley Cobb,HSBC,Bank of America,Alison Munoz,2023-02-25,False
transfer,5167dd70-cef4-4789-bde9-0fd9956f769b,12850.53,73735.45,60884.92,3789.78,16640.31,France,Caroline Pierce,UBS,Bank of America,April Carter,2025-01-11,False
cash_out,87abae24-e723-4045-b583-e917d0f2bb7e,18920.41,75619.04,56698.63,98737.17,117657.58,Canada,Katie Singh,Kotak Mahindra Bank,Chase Bank,Maureen Woods,2020-07-10,False
cash_out,c32aeb1b-a4dc-4a67-a6d1-8c910760d408,49241.41,135935.31,86693.9,11093.15,60334.56,France,James Haynes,ICICI Bank,ICICI Bank,Dan Phillips,2020-07-19,False
transfer,3437b0f6-abed-4a58-914b-297ee8598996,15236.57,99321.44,84084.87,49954.48,65191.05,France,Mr. Micheal Webster,HSBC,Wells Fargo,Mark Hunter,2024-10-11,False
cash_out,750b78c8-5971-41e4-8f0f-1f932e17a44a,19027.06,24995.91,5968.85,56869.85,75896.91,Singapore,Sean Jordan,Bank of America,HSBC,William Booth,2022-09-29,False
debit,aa05917e-d0be-4027-bf12-45cfbac7f879,43572.59,127821.9,84249.31,65333.27,108905.86,USA,Dr. Kim Kim,ICICI Bank,HSBC,Emily Sanchez,2023-10-27,False
debit,8d73bfaa-272b-4ef6-b2a4-2a0dc143ac78,21237.99,91010.34,69772.35,96038.02,117276.01,India,Miguel Dougherty,HDFC Bank,ICICI Bank,Tabitha Mccoy,2024-02-12,False
cash_out,464c4422-3605-4f4e-aa42-948f82d586f7,46663.27,107009.76,60346.49,60843.41,107506.68,Germany,Todd Evans,Deutsche Bank,Bank of America,Ivan Matthews DDS,2024-09-22,False
transfer,12eca6c2-660c-4260-a3ec-de7788b30aae,1063.54,13014.17,11950.63,78799.8,79863.34,Germany,Joseph Giles,Kotak Mahindra Bank,HDFC Bank,Jacqueline Lopez,2024-06-15,False
cash_out,3b8a0161-eab0-4cb6-873b-c0a7938afe91,42626.89,47928.97,5302.08,44495.6,87122.49,Germany,Leslie Mendoza,ICICI Bank,Wells Fargo,Nicholas Pham,2024-10-27,False
cash_out,25f17df5-a34f-42dd-8c56-8759c52529e8,24510.89,25598.64,1087.75,91201.96,115712.85,France,Vanessa Robinson,HDFC Bank,HDFC Bank,Erin Brown,2024-11-22,False
debit,4dc1b367-dfb5-4f86-b06d-c0d526b07bc1,39359.72,82872.89,43513.17,73814.58,113174.3,UK,Terry Hodge,Bank of America,DBS Bank,Karen Gill,2024-06-01,False
debit,e5c2e46b-f549-4d5f-8d2c-b4882ab66196,24220.04,88355.61,64135.57,58071.77,82291.81,France,Crystal Sanchez,Standard Chartered,Standard Chartered,Robert Mcdonald,2022-01-24,False
debit,1f87ebda-5326-4c82-9616-2cd6d7fa4174,15898.39,24584.05,8685.66,60586.07,76484.46,India,Joy Thompson,Kotak Mahindra Bank,Standard Chartered,Erica Gibson,2025-02-10,False
transfer,26acf926-6446-4667-a9a7-2ff248154397,10228.76,68162.51,57933.75,26981.84,37210.6,France,Andrea Garcia,HSBC,State Bank of India,Hunter Sellers,2024-06-29,False
cash_out,57f1c69b-8e49-431f-b0d5-af0cf679cbcc,18110.44,76102.02,57991.58,32720.89,50831.33,Germany,Brian Rogers,HDFC Bank,HDFC Bank,Jason Brooks,2024-03-28,False
transfer,96258368-6287-43a1-b98c-ce823a1ab6c6,19091.98,79739.61,60647.63,37352.23,56444.21,India,Charles Gaines,ICICI Bank,Chase Bank,Daniel Page,2020-08-01,False
transfer,f183d429-d69b-4456-a815-dc2ef678997e,41565.65,115024.08,73458.43,14983.11,56548.76,UK,Erik Brown,Barclays,Barclays,Debra Mclean,2022-11-24,False
debit,88478a82-abe8-4c8c-b9d8-cdca7cdb5a63,33331.52,115981.65,82650.13,24745.83,58077.35,USA,Lauren Jones,HSBC,Wells Fargo,John Roberts,2021-12-03,False
